,reviewer,paper_id,decision,review
848,Christoph Meinel,209,Rejected,Not a good fit for the journal's scope.
849,Christoph Meinel,212,Rejected,Not a good fit for the journal's scope.
850,Christoph Meinel,28727,Rejected,Not a good fit for the journal's scope.
851,Christoph Meinel,28888,Rejected,Not a good fit for the journal's scope.
852,Christoph Meinel,29076,Rejected,Not a good fit for the journal's scope.
853,Christoph Meinel,74,Rejected,Not a good fit for the journal's scope.
854,Christoph Meinel,18,Rejected,Not a good fit for the journal's scope.
855,Christoph Meinel,28867,Rejected,Not a good fit for the journal's scope.
856,Christoph Meinel,10,Rejected,Not a good fit for the journal's scope.
857,Christoph Meinel,301,Rejected,Not a good fit for the journal's scope.
858,Christoph Meinel,238,Rejected,Not a good fit for the journal's scope.
859,Christoph Meinel,220,Rejected,Not a good fit for the journal's scope.
860,Christoph Meinel,11,Rejected,Not a good fit for the journal's scope.
861,Christoph Meinel,28915,Rejected,Not a good fit for the journal's scope.
862,Christoph Meinel,28914,Rejected,Not a good fit for the journal's scope.
863,Christoph Meinel,28850,Rejected,Not a good fit for the journal's scope.
864,Christoph Meinel,278,Rejected,Not a good fit for the journal's scope.
865,Christoph Meinel,28769,Rejected,Not a good fit for the journal's scope.
866,Christoph Meinel,28878,Rejected,Not a good fit for the journal's scope.
867,Christoph Meinel,324,Rejected,Not a good fit for the journal's scope.
868,Christoph Meinel,401,Rejected,Not a good fit for the journal's scope.
869,Christoph Meinel,423,Rejected,Not a good fit for the journal's scope.
870,Christoph Meinel,311,Rejected,Not a good fit for the journal's scope.
871,Christoph Meinel,28839,Rejected,Not a good fit for the journal's scope.
872,Christoph Meinel,90,Rejected,Not a good fit for the journal's scope.
873,Christoph Meinel,361,Rejected,Not a good fit for the journal's scope.
874,Christoph Meinel,28714,Rejected,Not a good fit for the journal's scope.
875,Christoph Meinel,575,Rejected,Not a good fit for the journal's scope.
876,Christoph Meinel,335,Rejected,Not a good fit for the journal's scope.
877,Christoph Meinel,17,Rejected,Not a good fit for the journal's scope.
878,Christoph Meinel,395,Rejected,Not a good fit for the journal's scope.
879,Christoph Meinel,384,Rejected,Not a good fit for the journal's scope.
880,Christoph Meinel,406,Rejected,Not a good fit for the journal's scope.
881,Christoph Meinel,43,Rejected,Not a good fit for the journal's scope.
882,Christoph Meinel,28788,Rejected,Not a good fit for the journal's scope.
883,Christoph Meinel,28735,Rejected,Not a good fit for the journal's scope.
884,Christoph Meinel,28808,Rejected,Not a good fit for the journal's scope.
885,Christoph Meinel,28794,Rejected,Not a good fit for the journal's scope.
886,Christoph Meinel,28710,Rejected,Not a good fit for the journal's scope.
887,Christoph Meinel,440,Rejected,Not a good fit for the journal's scope.
888,Christoph Meinel,28920,Rejected,Not a good fit for the journal's scope.
889,Christoph Meinel,28877,Rejected,Not a good fit for the journal's scope.
890,Christoph Meinel,28793,Rejected,Not a good fit for the journal's scope.
891,Christoph Meinel,88,Rejected,Not a good fit for the journal's scope.
892,Christoph Meinel,215,Rejected,Not a good fit for the journal's scope.
893,Christoph Meinel,28948,Rejected,Not a good fit for the journal's scope.
894,Christoph Meinel,28975,Rejected,Not a good fit for the journal's scope.
895,Christoph Meinel,28694,Rejected,Not a good fit for the journal's scope.
896,Christoph Meinel,44,Rejected,Not a good fit for the journal's scope.
897,Christoph Meinel,203,Rejected,Not a good fit for the journal's scope.
898,Christoph Meinel,147,Rejected,Not a good fit for the journal's scope.
899,Christoph Meinel,480,Rejected,Not a good fit for the journal's scope.
900,Christoph Meinel,158,Rejected,Not a good fit for the journal's scope.
901,Christoph Meinel,28880,Rejected,Not a good fit for the journal's scope.
902,Christoph Meinel,323,Rejected,Not a good fit for the journal's scope.
903,Christoph Meinel,24,Rejected,Not a good fit for the journal's scope.
904,Christoph Meinel,28749,Rejected,Not a good fit for the journal's scope.
905,Christoph Meinel,156,Rejected,Not a good fit for the journal's scope.
906,Christoph Meinel,537,Rejected,Not a good fit for the journal's scope.
907,Christoph Meinel,28786,Rejected,Not a good fit for the journal's scope.
908,Christoph Meinel,28905,Rejected,Not a good fit for the journal's scope.
909,Christoph Meinel,419,Rejected,Not a good fit for the journal's scope.
910,Christoph Meinel,140,Rejected,Not a good fit for the journal's scope.
911,Christoph Meinel,28813,Rejected,Not a good fit for the journal's scope.
912,Christoph Meinel,387,Rejected,Not a good fit for the journal's scope.
913,Christoph Meinel,29094,Rejected,Not a good fit for the journal's scope.
914,Christoph Meinel,73,Rejected,Not a good fit for the journal's scope.
915,Christoph Meinel,81,Rejected,Not a good fit for the journal's scope.
916,Christoph Meinel,28696,Rejected,Not a good fit for the journal's scope.
917,Christoph Meinel,570,Rejected,Not a good fit for the journal's scope.
918,Christoph Meinel,319,Rejected,Not a good fit for the journal's scope.
919,Jordan Gergov,156,Rejected,Unconvincing or unsupported conclusions.
920,Jordan Gergov,29050,Rejected,Unconvincing or unsupported conclusions.
921,Jordan Gergov,518,Rejected,Unconvincing or unsupported conclusions.
922,Jordan Gergov,28671,Rejected,Unconvincing or unsupported conclusions.
923,Jordan Gergov,88,Rejected,Unconvincing or unsupported conclusions.
924,Jordan Gergov,29019,Rejected,Unconvincing or unsupported conclusions.
925,Jordan Gergov,28734,Rejected,Unconvincing or unsupported conclusions.
926,Harald Sack,245,Rejected,Inadequate data and sample size.
927,Harald Sack,28995,Rejected,Inadequate data and sample size.
928,Harald Sack,486,Rejected,Inadequate data and sample size.
929,Harald Sack,447,Rejected,Inadequate data and sample size.
930,Harald Sack,29065,Rejected,Inadequate data and sample size.
931,Harald Sack,28912,Rejected,Inadequate data and sample size.
932,Harald Sack,29067,Rejected,Inadequate data and sample size.
933,Harald Sack,29043,Rejected,Inadequate data and sample size.
934,Harald Sack,28709,Rejected,Inadequate data and sample size.
935,Harald Sack,28890,Rejected,Inadequate data and sample size.
936,Harald Sack,28892,Rejected,Inadequate data and sample size.
937,Harald Sack,354,Rejected,Inadequate data and sample size.
938,Harald Sack,341,Rejected,Inadequate data and sample size.
939,Harald Sack,28945,Rejected,Inadequate data and sample size.
940,Harald Sack,28,Rejected,Inadequate data and sample size.
941,Harald Sack,29103,Rejected,Inadequate data and sample size.
942,Harald Sack,29075,Rejected,Inadequate data and sample size.
943,Harald Sack,355,Rejected,Inadequate data and sample size.
944,Harald Sack,408,Rejected,Inadequate data and sample size.
945,Harald Sack,29072,Rejected,Inadequate data and sample size.
946,Harald Sack,298,Rejected,Inadequate data and sample size.
947,Harald Sack,286,Rejected,Inadequate data and sample size.
948,Harald Sack,28992,Rejected,Inadequate data and sample size.
949,Harald Sack,244,Rejected,Inadequate data and sample size.
950,Harald Sack,239,Rejected,Inadequate data and sample size.
951,Harald Sack,29032,Rejected,Inadequate data and sample size.
952,Harald Sack,472,Rejected,Inadequate data and sample size.
953,Harald Sack,29092,Rejected,Inadequate data and sample size.
954,Harald Sack,467,Rejected,Inadequate data and sample size.
955,Matthias Heinkenschloss,28970,Accepted,Thorough and well-written.
956,Matthias Heinkenschloss,87,Accepted,Thorough and well-written.
957,Arno Wagner,28809,Rejected,Inconsistent or contradictory results.
958,Arno Wagner,353,Rejected,Inconsistent or contradictory results.
959,Arno Wagner,29031,Rejected,Inconsistent or contradictory results.
960,Arno Wagner,28816,Rejected,Inconsistent or contradictory results.
961,Arno Wagner,29004,Rejected,Inconsistent or contradictory results.
962,Arno Wagner,28680,Rejected,Inconsistent or contradictory results.
963,Arno Wagner,229,Rejected,Inconsistent or contradictory results.
964,Christian Stangier,145,Rejected,Not a good fit for the journal's scope.
965,Christian Stangier,241,Rejected,Not a good fit for the journal's scope.
966,Christian Stangier,28681,Rejected,Not a good fit for the journal's scope.
967,Christian Stangier,14,Rejected,Not a good fit for the journal's scope.
968,Christian Stangier,152,Rejected,Not a good fit for the journal's scope.
969,Christian Stangier,439,Rejected,Not a good fit for the journal's scope.
970,Christian Stangier,514,Rejected,Not a good fit for the journal's scope.
971,Christian Stangier,28995,Rejected,Not a good fit for the journal's scope.
972,Mirjam Dür,201,Accepted,Excellent methodology and analysis.
973,Mirjam Dür,535,Accepted,Excellent methodology and analysis.
974,Reiner Horst,28965,Rejected,Inadequate data and sample size.
975,Reiner Horst,427,Rejected,Inadequate data and sample size.
976,Reiner Horst,88,Rejected,Inadequate data and sample size.
977,Reiner Horst,28846,Rejected,Inadequate data and sample size.
978,Reiner Horst,538,Rejected,Inadequate data and sample size.
979,Reiner Horst,494,Rejected,Inadequate data and sample size.
980,Reiner Horst,28841,Rejected,Inadequate data and sample size.
981,Reiner Horst,28957,Rejected,Inadequate data and sample size.
982,Reiner Horst,28768,Rejected,Inadequate data and sample size.
983,Reiner Horst,104,Rejected,Inadequate data and sample size.
984,Reiner Horst,28840,Rejected,Inadequate data and sample size.
985,Reiner Horst,28780,Rejected,Inadequate data and sample size.
986,Reiner Horst,336,Rejected,Inadequate data and sample size.
987,Reiner Horst,29092,Rejected,Inadequate data and sample size.
988,Reiner Horst,247,Rejected,Inadequate data and sample size.
989,Reiner Horst,28956,Rejected,Inadequate data and sample size.
990,Reiner Horst,28703,Rejected,Inadequate data and sample size.
991,Reiner Horst,333,Rejected,Inadequate data and sample size.
992,Reiner Horst,499,Rejected,Inadequate data and sample size.
993,Reiner Horst,28843,Rejected,Inadequate data and sample size.
994,Richard Rödler,201,Rejected,Inconsistent or contradictory results.
995,Richard Rödler,28691,Rejected,Inconsistent or contradictory results.
996,Richard Rödler,225,Rejected,Inconsistent or contradictory results.
997,Richard Rödler,28690,Rejected,Inconsistent or contradictory results.
998,Richard Rödler,28697,Rejected,Inconsistent or contradictory results.
999,Richard Rödler,535,Rejected,Inconsistent or contradictory results.
1000,Richard Rödler,29076,Rejected,Inconsistent or contradictory results.
1001,Richard Rödler,287,Rejected,Inconsistent or contradictory results.
1002,Richard Rödler,526,Rejected,Inconsistent or contradictory results.
1003,Richard Rödler,320,Rejected,Inconsistent or contradictory results.
1004,Richard Rödler,311,Rejected,Inconsistent or contradictory results.
1005,Richard Rödler,144,Rejected,Inconsistent or contradictory results.
1006,Richard Rödler,161,Rejected,Inconsistent or contradictory results.
1007,Hubertus Th. Jongen,223,Rejected,Inconsistent or contradictory results.
1008,Hubertus Th. Jongen,28780,Rejected,Inconsistent or contradictory results.
1009,Hubertus Th. Jongen,10,Rejected,Inconsistent or contradictory results.
1010,Hubertus Th. Jongen,318,Rejected,Inconsistent or contradictory results.
1011,Hubertus Th. Jongen,337,Rejected,Inconsistent or contradictory results.
1012,Hubertus Th. Jongen,100,Rejected,Inconsistent or contradictory results.
1013,Oliver Stein,29032,Rejected,Inadequate data and sample size.
1014,Oliver Stein,435,Rejected,Inadequate data and sample size.
1015,Oliver Stein,218,Rejected,Inadequate data and sample size.
1016,Lothar Breuer,28938,Rejected,Fundamental flaws in the study design.
1017,Lothar Breuer,289,Rejected,Fundamental flaws in the study design.
1018,Lothar Breuer,546,Rejected,Fundamental flaws in the study design.
1019,Lothar Breuer,521,Rejected,Fundamental flaws in the study design.
1020,Lothar Breuer,436,Rejected,Fundamental flaws in the study design.
1021,Lothar Breuer,28775,Rejected,Fundamental flaws in the study design.
1022,Lothar Breuer,16,Rejected,Fundamental flaws in the study design.
1023,Lothar Breuer,28910,Rejected,Fundamental flaws in the study design.
1024,Lothar Breuer,435,Rejected,Fundamental flaws in the study design.
1025,Lothar Breuer,28851,Rejected,Fundamental flaws in the study design.
1026,Lothar Breuer,28814,Rejected,Fundamental flaws in the study design.
1027,Lothar Breuer,268,Rejected,Fundamental flaws in the study design.
1028,Lothar Breuer,108,Rejected,Fundamental flaws in the study design.
1029,Lothar Breuer,28723,Rejected,Fundamental flaws in the study design.
1030,Lothar Breuer,28942,Rejected,Fundamental flaws in the study design.
1031,Lothar Breuer,28797,Rejected,Fundamental flaws in the study design.
1032,Lothar Breuer,28727,Rejected,Fundamental flaws in the study design.
1033,Lothar Breuer,11,Rejected,Fundamental flaws in the study design.
1034,Lothar Breuer,347,Rejected,Fundamental flaws in the study design.
1035,Lothar Breuer,29088,Rejected,Fundamental flaws in the study design.
1036,Lothar Breuer,132,Rejected,Fundamental flaws in the study design.
1037,Lothar Breuer,29016,Rejected,Fundamental flaws in the study design.
1038,Lothar Breuer,28892,Rejected,Fundamental flaws in the study design.
1039,Lothar Breuer,28758,Rejected,Fundamental flaws in the study design.
1040,Lothar Breuer,28863,Rejected,Fundamental flaws in the study design.
1041,Lothar Breuer,28822,Rejected,Fundamental flaws in the study design.
1042,Lothar Breuer,285,Rejected,Fundamental flaws in the study design.
1043,Lothar Breuer,426,Rejected,Fundamental flaws in the study design.
1044,Patrick Reuther,394,Accepted,Excellent methodology and analysis.
1045,Patrick Reuther,28793,Accepted,Excellent methodology and analysis.
1046,Patrick Reuther,375,Accepted,Excellent methodology and analysis.
1047,Nguyen V. Thoai,372,Rejected,Unconvincing or unsupported conclusions.
1048,Nguyen V. Thoai,275,Rejected,Unconvincing or unsupported conclusions.
1049,Nguyen V. Thoai,28840,Rejected,Unconvincing or unsupported conclusions.
1050,Nguyen V. Thoai,15,Rejected,Unconvincing or unsupported conclusions.
1051,Nguyen V. Thoai,28991,Rejected,Unconvincing or unsupported conclusions.
1052,Nguyen V. Thoai,383,Rejected,Unconvincing or unsupported conclusions.
1053,Nguyen V. Thoai,285,Rejected,Unconvincing or unsupported conclusions.
1054,Nguyen V. Thoai,114,Rejected,Unconvincing or unsupported conclusions.
1055,Nguyen V. Thoai,28943,Rejected,Unconvincing or unsupported conclusions.
1056,Nguyen V. Thoai,36,Rejected,Unconvincing or unsupported conclusions.
1057,Nguyen V. Thoai,91,Rejected,Unconvincing or unsupported conclusions.
1058,Nguyen V. Thoai,28716,Rejected,Unconvincing or unsupported conclusions.
1059,Nguyen V. Thoai,28811,Rejected,Unconvincing or unsupported conclusions.
1060,Nguyen V. Thoai,250,Rejected,Unconvincing or unsupported conclusions.
1061,Nguyen V. Thoai,431,Rejected,Unconvincing or unsupported conclusions.
1062,Nguyen V. Thoai,28983,Rejected,Unconvincing or unsupported conclusions.
1063,Nguyen V. Thoai,382,Rejected,Unconvincing or unsupported conclusions.
1064,Nguyen V. Thoai,540,Rejected,Unconvincing or unsupported conclusions.
1065,Nguyen V. Thoai,530,Rejected,Unconvincing or unsupported conclusions.
1066,Nguyen V. Thoai,377,Rejected,Unconvincing or unsupported conclusions.
1067,Nguyen V. Thoai,148,Rejected,Unconvincing or unsupported conclusions.
1068,Nguyen V. Thoai,29091,Rejected,Unconvincing or unsupported conclusions.
1069,Nguyen V. Thoai,184,Rejected,Unconvincing or unsupported conclusions.
1070,Nguyen V. Thoai,28806,Rejected,Unconvincing or unsupported conclusions.
1071,Nguyen V. Thoai,28834,Rejected,Unconvincing or unsupported conclusions.
1072,Nguyen V. Thoai,29066,Rejected,Unconvincing or unsupported conclusions.
1073,E. Levitin,28765,Rejected,Lack of original contribution to the field.
1074,E. Levitin,28821,Rejected,Lack of original contribution to the field.
1075,E. Levitin,115,Rejected,Lack of original contribution to the field.
1076,E. Levitin,456,Rejected,Lack of original contribution to the field.
1077,E. Levitin,28787,Rejected,Lack of original contribution to the field.
1078,E. Levitin,378,Rejected,Lack of original contribution to the field.
1079,E. Levitin,501,Rejected,Lack of original contribution to the field.
1080,E. Levitin,224,Rejected,Lack of original contribution to the field.
1081,E. Levitin,580,Rejected,Lack of original contribution to the field.
1082,E. Levitin,484,Rejected,Lack of original contribution to the field.
1083,E. Levitin,29041,Rejected,Lack of original contribution to the field.
1084,Jürgen Huschens,28671,Accepted,Solid contribution to the field.
1085,Jürgen Huschens,29014,Accepted,Solid contribution to the field.
1086,Jürgen Huschens,108,Accepted,Solid contribution to the field.
1087,Jürgen Huschens,478,Accepted,Solid contribution to the field.
1088,Jürgen Huschens,28740,Accepted,Solid contribution to the field.
1089,Jürgen Huschens,28973,Accepted,Solid contribution to the field.
1090,Jürgen Huschens,28954,Accepted,Solid contribution to the field.
1091,Jürgen Huschens,28679,Accepted,Solid contribution to the field.
1092,Jürgen Huschens,28886,Accepted,Solid contribution to the field.
1093,Subhendu Bikash Hazra,29060,Accepted,Compelling and well-supported conclusions.
1094,Subhendu Bikash Hazra,28988,Accepted,Compelling and well-supported conclusions.
1095,Subhendu Bikash Hazra,29079,Accepted,Compelling and well-supported conclusions.
1096,Subhendu Bikash Hazra,457,Accepted,Compelling and well-supported conclusions.
1097,Subhendu Bikash Hazra,125,Accepted,Compelling and well-supported conclusions.
1098,Subhendu Bikash Hazra,466,Accepted,Compelling and well-supported conclusions.
1099,Subhendu Bikash Hazra,28776,Accepted,Compelling and well-supported conclusions.
1100,Subhendu Bikash Hazra,272,Accepted,Compelling and well-supported conclusions.
1101,Subhendu Bikash Hazra,13,Accepted,Compelling and well-supported conclusions.
1102,Volker Schulz 0001,28692,Rejected,Not a good fit for the journal's scope.
1103,Volker Schulz 0001,246,Rejected,Not a good fit for the journal's scope.
1104,Volker Schulz 0001,28918,Rejected,Not a good fit for the journal's scope.
1105,Volker Schulz 0001,130,Rejected,Not a good fit for the journal's scope.
1106,Volker Schulz 0001,28783,Rejected,Not a good fit for the journal's scope.
1107,Volker Schulz 0001,7,Rejected,Not a good fit for the journal's scope.
1108,Volker Schulz 0001,533,Rejected,Not a good fit for the journal's scope.
1109,Volker Schulz 0001,28943,Rejected,Not a good fit for the journal's scope.
1110,Volker Schulz 0001,28870,Rejected,Not a good fit for the journal's scope.
1111,Igor N. Kovalenko,28810,Accepted,Compelling and well-supported conclusions.
1112,Igor N. Kovalenko,28777,Accepted,Compelling and well-supported conclusions.
1113,János Sztrik,28729,Rejected,Insufficient research design and methodology.
1114,János Sztrik,266,Rejected,Insufficient research design and methodology.
1115,Oliver Möller,29099,Rejected,Insufficient research design and methodology.
1116,Oliver Möller,29016,Rejected,Insufficient research design and methodology.
1117,Volker Schillings,147,Rejected,Insufficient research design and methodology.
1118,Volker Schillings,29082,Rejected,Insufficient research design and methodology.
1119,Volker Schillings,28974,Rejected,Insufficient research design and methodology.
1120,Volker Schillings,19,Rejected,Insufficient research design and methodology.
1121,Volker Schillings,28817,Rejected,Insufficient research design and methodology.
1122,Anna Slobodová,444,Accepted,Thorough and well-written.
1123,Anna Slobodová,29022,Accepted,Thorough and well-written.
1124,Anna Slobodová,97,Accepted,Thorough and well-written.
1125,Anna Slobodová,364,Accepted,Thorough and well-written.
1126,Anna Slobodová,11,Accepted,Thorough and well-written.
1127,Anna Slobodová,28702,Accepted,Thorough and well-written.
1128,Anna Slobodová,28715,Accepted,Thorough and well-written.
1129,Anna Slobodová,28847,Accepted,Thorough and well-written.
1130,Anna Slobodová,452,Accepted,Thorough and well-written.
1131,Anna Slobodová,31,Accepted,Thorough and well-written.
1132,Anna Slobodová,494,Accepted,Thorough and well-written.
1133,Anna Slobodová,28723,Accepted,Thorough and well-written.
1134,Anna Slobodová,230,Accepted,Thorough and well-written.
1135,Anna Slobodová,351,Accepted,Thorough and well-written.
1136,Anna Slobodová,28989,Accepted,Thorough and well-written.
1137,Anna Slobodová,143,Accepted,Thorough and well-written.
1138,Anna Slobodová,28984,Accepted,Thorough and well-written.
1139,Anna Slobodová,28764,Accepted,Thorough and well-written.
1140,Anna Slobodová,29003,Accepted,Thorough and well-written.
1141,Anna Slobodová,153,Accepted,Thorough and well-written.
1142,Anna Slobodová,522,Accepted,Thorough and well-written.
1143,Anna Slobodová,28996,Accepted,Thorough and well-written.
1144,Anna Slobodová,381,Accepted,Thorough and well-written.
1145,Anna Slobodová,200,Accepted,Thorough and well-written.
1146,Anna Slobodová,168,Accepted,Thorough and well-written.
1147,Anna Slobodová,28968,Accepted,Thorough and well-written.
1148,Anna Slobodová,28911,Accepted,Thorough and well-written.
1149,Anna Slobodová,28763,Accepted,Thorough and well-written.
1150,Anna Slobodová,396,Accepted,Thorough and well-written.
1151,Jochen Bern,29012,Accepted,Solid contribution to the field.
1152,Jochen Bern,114,Accepted,Solid contribution to the field.
1153,Jochen Bern,220,Accepted,Solid contribution to the field.
1154,Jochen Bern,28717,Accepted,Solid contribution to the field.
1155,Jochen Bern,28850,Accepted,Solid contribution to the field.
1156,Jochen Bern,28926,Accepted,Solid contribution to the field.
1157,Heidi Jäger,260,Rejected,Inconsistent or contradictory results.
1158,Heidi Jäger,8,Rejected,Inconsistent or contradictory results.
1159,Heidi Jäger,29065,Rejected,Inconsistent or contradictory results.
1160,Bernd Sturmfels,379,Rejected,Lack of original contribution to the field.
1161,Bernd Sturmfels,128,Rejected,Lack of original contribution to the field.
1162,Bernd Sturmfels,29091,Rejected,Lack of original contribution to the field.
1163,Peter Gritzmann,28796,Rejected,Lack of original contribution to the field.
1164,Peter Gritzmann,29013,Rejected,Lack of original contribution to the field.
1165,Peter Gritzmann,28748,Rejected,Lack of original contribution to the field.
1166,Peter Gritzmann,295,Rejected,Lack of original contribution to the field.
1167,Peter Gritzmann,91,Rejected,Lack of original contribution to the field.
1168,Peter Gritzmann,452,Rejected,Lack of original contribution to the field.
1169,Peter Gritzmann,133,Rejected,Lack of original contribution to the field.
1170,Peter Gritzmann,28887,Rejected,Lack of original contribution to the field.
1171,Peter Gritzmann,28914,Rejected,Lack of original contribution to the field.
1172,Peter Gritzmann,528,Rejected,Lack of original contribution to the field.
1173,Peter Gritzmann,28992,Rejected,Lack of original contribution to the field.
1174,Peter Gritzmann,226,Rejected,Lack of original contribution to the field.
1175,Peter Gritzmann,331,Rejected,Lack of original contribution to the field.
1176,Peter Gritzmann,28819,Rejected,Lack of original contribution to the field.
1177,Peter Gritzmann,306,Rejected,Lack of original contribution to the field.
1178,Peter Gritzmann,18,Rejected,Lack of original contribution to the field.
1179,Peter Gritzmann,162,Rejected,Lack of original contribution to the field.
1180,Peter Gritzmann,321,Rejected,Lack of original contribution to the field.
1181,Peter Gritzmann,358,Rejected,Lack of original contribution to the field.
1182,Peter Gritzmann,119,Rejected,Lack of original contribution to the field.
1183,Peter Gritzmann,386,Rejected,Lack of original contribution to the field.
1184,Peter Gritzmann,299,Rejected,Lack of original contribution to the field.
1185,Peter Gritzmann,287,Rejected,Lack of original contribution to the field.
1186,Peter Gritzmann,478,Rejected,Lack of original contribution to the field.
1187,Peter Gritzmann,127,Rejected,Lack of original contribution to the field.
1188,Peter Gritzmann,255,Rejected,Lack of original contribution to the field.
1189,Peter Gritzmann,29032,Rejected,Lack of original contribution to the field.
1190,Peter Gritzmann,28857,Rejected,Lack of original contribution to the field.
1191,Peter Gritzmann,28990,Rejected,Lack of original contribution to the field.
1192,Peter Gritzmann,29085,Rejected,Lack of original contribution to the field.
1193,Peter Gritzmann,28683,Rejected,Lack of original contribution to the field.
1194,Peter Gritzmann,29014,Rejected,Lack of original contribution to the field.
1195,Peter Gritzmann,28866,Rejected,Lack of original contribution to the field.
1196,Peter Gritzmann,219,Rejected,Lack of original contribution to the field.
1197,Peter Gritzmann,28813,Rejected,Lack of original contribution to the field.
1198,Peter Gritzmann,28943,Rejected,Lack of original contribution to the field.
1199,Peter Gritzmann,29080,Rejected,Lack of original contribution to the field.
1200,Peter Gritzmann,28730,Rejected,Lack of original contribution to the field.
1201,Peter Gritzmann,28775,Rejected,Lack of original contribution to the field.
1202,Peter Gritzmann,250,Rejected,Lack of original contribution to the field.
1203,Helmut Seidl,28962,Rejected,Insufficient research design and methodology.
1204,Helmut Seidl,28905,Rejected,Insufficient research design and methodology.
1205,Helmut Seidl,28839,Rejected,Insufficient research design and methodology.
1206,Helmut Seidl,197,Rejected,Insufficient research design and methodology.
1207,Helmut Seidl,28752,Rejected,Insufficient research design and methodology.
1208,Helmut Seidl,28739,Rejected,Insufficient research design and methodology.
1209,Helmut Seidl,28731,Rejected,Insufficient research design and methodology.
1210,Helmut Seidl,28898,Rejected,Insufficient research design and methodology.
1211,Helmut Seidl,267,Rejected,Insufficient research design and methodology.
1212,Helmut Seidl,112,Rejected,Insufficient research design and methodology.
1213,Helmut Seidl,437,Rejected,Insufficient research design and methodology.
1214,Helmut Seidl,28678,Rejected,Insufficient research design and methodology.
1215,Helmut Seidl,105,Rejected,Insufficient research design and methodology.
1216,Helmut Seidl,217,Rejected,Insufficient research design and methodology.
1217,Helmut Seidl,9,Rejected,Insufficient research design and methodology.
1218,Helmut Seidl,535,Rejected,Insufficient research design and methodology.
1219,Helmut Seidl,364,Rejected,Insufficient research design and methodology.
1220,Helmut Seidl,453,Rejected,Insufficient research design and methodology.
1221,Helmut Seidl,28921,Rejected,Insufficient research design and methodology.
1222,Helmut Seidl,514,Rejected,Insufficient research design and methodology.
1223,Helmut Seidl,425,Rejected,Insufficient research design and methodology.
1224,Helmut Seidl,504,Rejected,Insufficient research design and methodology.
1225,Helmut Seidl,299,Rejected,Insufficient research design and methodology.
1226,Helmut Seidl,168,Rejected,Insufficient research design and methodology.
1227,Helmut Seidl,28872,Rejected,Insufficient research design and methodology.
1228,Helmut Seidl,146,Rejected,Insufficient research design and methodology.
1229,Helmut Seidl,35,Rejected,Insufficient research design and methodology.
1230,Helmut Seidl,277,Rejected,Insufficient research design and methodology.
1231,Patrick Justen,29048,Rejected,Inconsistent or contradictory results.
1232,Klaus Schwettmann,28681,Rejected,Fundamental flaws in the study design.
1233,Klaus Schwettmann,445,Rejected,Fundamental flaws in the study design.
1234,Ulrich Raber,239,Accepted,Well researched and clearly presented.
1235,Ulrich Raber,550,Accepted,Well researched and clearly presented.
1236,Ulrich Raber,544,Accepted,Well researched and clearly presented.
1237,Fabio Somenzi,286,Rejected,Unconvincing or unsupported conclusions.
1238,Thorsten Theobald,381,Rejected,Inadequate data and sample size.
1239,Thorsten Theobald,28736,Rejected,Inadequate data and sample size.
1240,Thorsten Theobald,29001,Rejected,Inadequate data and sample size.
1241,Thorsten Theobald,446,Rejected,Inadequate data and sample size.
1242,Thorsten Theobald,28731,Rejected,Inadequate data and sample size.
1243,Thorsten Theobald,28947,Rejected,Inadequate data and sample size.
1244,Attahiru Sule Alfa,478,Accepted,Original and insightful research.
1245,Attahiru Sule Alfa,111,Accepted,Original and insightful research.
1246,Harald Luschgy,443,Rejected,Unconvincing or unsupported conclusions.
1247,Harald Luschgy,28767,Rejected,Unconvincing or unsupported conclusions.
1248,Harald Luschgy,29086,Rejected,Unconvincing or unsupported conclusions.
1249,Harald Luschgy,87,Rejected,Unconvincing or unsupported conclusions.
1250,Harald Luschgy,80,Rejected,Unconvincing or unsupported conclusions.
1251,Harald Luschgy,487,Rejected,Unconvincing or unsupported conclusions.
1252,Harald Luschgy,442,Rejected,Unconvincing or unsupported conclusions.
1253,Harald Luschgy,29078,Rejected,Unconvincing or unsupported conclusions.
1254,Harald Luschgy,174,Rejected,Unconvincing or unsupported conclusions.
1255,Harald Luschgy,575,Rejected,Unconvincing or unsupported conclusions.
1256,Harald Luschgy,28707,Rejected,Unconvincing or unsupported conclusions.
1257,Siegfried Graf 0001,534,Rejected,Weak argument and analysis.
1258,Siegfried Graf 0001,544,Rejected,Weak argument and analysis.
1259,Siegfried Graf 0001,362,Rejected,Weak argument and analysis.
1260,Siegfried Graf 0001,410,Rejected,Weak argument and analysis.
1261,Siegfried Graf 0001,120,Rejected,Weak argument and analysis.
1262,Siegfried Graf 0001,28772,Rejected,Weak argument and analysis.
1263,Siegfried Graf 0001,28804,Rejected,Weak argument and analysis.
1264,Kasyap Natarajan,520,Accepted,Excellent methodology and analysis.
1265,Kasyap Natarajan,259,Accepted,Excellent methodology and analysis.
1266,Kasyap Natarajan,189,Accepted,Excellent methodology and analysis.
1267,Kasyap Natarajan,387,Accepted,Excellent methodology and analysis.
1268,Kasyap Natarajan,389,Accepted,Excellent methodology and analysis.
1269,Jan-J. Rückmann,28714,Rejected,Weak argument and analysis.
1270,Jan-J. Rückmann,63,Rejected,Weak argument and analysis.
1271,Carsten Damm,542,Accepted,Original and insightful research.
