,articleID,authors,journal,number,pages,title,volume,year,citations,correspondingAuthor,keywords,reviewers,abstract,edition_year,conference,edition_id,edition_number,city,start_date,end_date,issn,volume_id
309,310,Marco Fahl,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Computation of PODs for Fluid Flows with Lanczos Methods,99-13,1999,520|28810|397|28817|28692|29077|29080|28708|177|186|28734|333|89|28777|29034|377|29055,Marco Fahl,reinforcement learning|neural networks|computer vision,M. Nast|Sven Lorenz|Michael W. Kalichman|Patricia Osseweijer|George Wang,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1999.0,ICML,ICML_31,31.0,Tokyo,16-04-1999,19-04-1999,94510548,94510548-99-13
310,311,Andreas Neumann 0001,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Unambiguity of SMGL Content Models - Pushdown Automata Revisited,97-05,1997,28706|38|489|28685|29070|29053|306|469|29047|28827|317|28958,Andreas Neumann 0001,genetic algorithms|neural networks|expert systems|computer vision|deep learning|natural language processing,Stefan Benzschawel|Hugo Hellebrand|Matthias Transier|Christoph Meinel|Richard Rödler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1997.0,CVPR,CVPR_29,29.0,New York,21-12-1997,26-12-1997,94510548,94510548-97-05
311,312,Nguyen V. Thoai,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Global Optimization Techniques for Solving the General Quadratic Integer Programming Problem,94-09,1994,547|297|266|28877|339,Nguyen V. Thoai,data storage|data management|data management|big data|data processing|big data,Kate Millar|Jana Kliestikova|Mariachiara Tallacchini,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1994.0,NeurIPS,NeurIPS_26,26.0,San Francisco,06-12-1994,07-12-1994,94510548,94510548-94-09
312,313,Christoph Meinel|Randal E. Bryant,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Ordered Binary Decision Diagrams in Electronic Design Automation,02-20,2002,28842|29097|28748|28722,Christoph Meinel,machine learning|expert systems|machine learning,Friedemann Leibfritz|Charles Verharen|Thomas Ludwig 0001|Klaus Jansen|Jenny Krutzinna,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2002.0,AAAI,AAAI_34,34.0,San Francisco,05-08-2002,06-08-2002,94510548,94510548-02-20
313,314,Subhendu Bikash Hazra|Volker Schulz 0001,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Simultaneous Pseudo-Timestepping for PDE-model Based Optimization Problems,02-23,2002,29065|243|28686,Volker Schulz 0001,security policies|malware analysis|threat detection|risk management|malware analysis|risk management,Albert P. C. Chan|Lars Lindblom|Bjørn Hofmann|Stefan Böttcher|Stephanie J. Bird,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-02-23
314,315,Christoph Meinel|Elena Dubrova|Harald Sack,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Mod-p Decision Diagrams: A Data Structure for Multiple-Valued Functions.,99-27,1999,577|39|455|28903|206|466|28789,Elena Dubrova,neural networks|genetic algorithms,Kokab Khalili Paji|Stephen A. Gallo|Michael Ley|Jurate Lekstutiene|Roland Seiffert,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1999.0,ACL,ACL_31,31.0,London,16-01-1999,19-01-1999,94510548,94510548-99-27
315,316,Horst Schmitt,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On the Numerical Simulation of Bingham Fluid Flows Using Prox-Regularization,98-05,1998,29076|279|29085|28713|28848|28856|313|445|28990|28999|28748|28879|340|28911|29046|127,Horst Schmitt,knowledge representation|reinforcement learning|machine learning,Bart Geurts|Danielle Tapin|Mohammed Madadin|Vincent Richman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1998.0,AAAI,AAAI_30,30.0,London,09-12-1998,12-12-1998,94510548,94510548-98-05
316,317,Dieter Baum,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Zur strukturellen Stabilität von Kommunikationssystemen - Eine kurze Einführung in die Grundlagen,95-04,1995,28992|548|390|455|28742|28809|28874|392|28942|28976|306|530|370|28925|28991,Dieter Baum,malware analysis|threat detection,Varmo Vene|Alex A. Karner|Dieter Prangenberg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1995.0,ICML,ICML_27,27.0,London,09-04-1995,12-04-1995,94510548,94510548-95-04
317,318,Christian Stangier|Christoph Meinel,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Increasing Efficiency of Symbolic Model Checking by Accelerating Dynamic Variable Reordering,98-23,1998,414|322|516|456|29003|28881|216|29021|447,Christian Stangier,data processing|big data,Hubertus Th. Jongen|Christophe Le Tourneau|Huda Fatima|Wilfried Hötker|Friedemann Leibfritz,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-23
318,319,Dieter Baum,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Customer Motion in Queueing Models: The Use of Tangent Vector Fields,01-03,2001,,Dieter Baum,bayesian networks|computer vision|knowledge representation|bayesian networks|deep learning,Christoph Meinel|Mariarosaria Taddeo|Charles Verharen|Michael G. Anderson|Denise Beaubien Bennett,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2001.0,CVPR,CVPR_33,33.0,New York,28-04-2001,30-04-2001,94510548,94510548-01-03
319,320,Peter Gritzmann|Victor Klee,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,External Tangents and Closedness of Cone + Subspace,93-14,1993,28800|28897|438,Peter Gritzmann,network security|threat detection|malware analysis|vulnerability|network security|risk management,Julio R. Tuma|Gianmarco Baldini|Thomas Burger|Dieter Baum|Richard Rödler,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1993.0,ICML,ICML_25,25.0,San Francisco,13-11-1993,14-11-1993,94510548,94510548-93-14
320,321,Anna Slobodová|Christoph Meinel|Peter Willems,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Block-Restricted Reordering - Extended Experiments,97-27,1997,28873|29065|28684|28777|28945|29010|28885|347,Anna Slobodová,neural networks|machine learning|reinforcement learning,Peter Gritzmann|Christine Killoran,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1997.0,NeurIPS,NeurIPS_29,29.0,Paris,19-12-1997,23-12-1997,94510548,94510548-97-27
321,322,Dieter Baum|Igor N. Kovalenko,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On Graph Models for Communicating Mobiles in Access Areas,01-13,2001,28833|517|392|29009|28789|379|222,Dieter Baum,information security|information security|penetration testing,Elizabeth A. Boyd|Anna Julie Rasmussen|Jean-Pierre Béland,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-01-13
322,323,Dieter Prangenberg|Peter Gritzmann|R. J. Gardner,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On the Reconstruction of Binary Images from Their Discrete Radon Transforms,96-24,1996,29089|29058|454|28970|459|28972|14|28684|433|28845|29038|93|478,Dieter Prangenberg,machine learning|knowledge representation|expert systems|knowledge representation|deep learning,Christoph Meinel|Eric Allender|Ulrich Hertrampf|Finbarr C. Martin|Dieter Baum,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1996.0,AAAI,AAAI_28,28.0,New York,30-04-1996,03-05-1996,94510548,94510548-96-24
323,324,Peter Gritzmann|Victor Klee,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On the Complexity of some Basic Problems in Computational Convexity: 1. Containment Problems,93-18,1993,258|29082|28955|541|38|29098|441|28866|331|28879|29014|347|29025|497,Victor Klee,vulnerability|threat detection|penetration testing|threat detection,Yue Liang Zheng|Esther König|Latifah Amin|Adèle Paul-Hus|Christoph Meinel,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1993.0,NeurIPS,NeurIPS_25,25.0,New York,25-02-1993,01-03-1993,94510548,94510548-93-18
324,325,M. Nast|Reiner Horst,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Linearly Constrained Global Minimization of Functions with Concave Minorants,96-01,1996,28833|28674|547|29027|28936|458|464|123,M. Nast,cybersecurity|security policies,Andrzej Górski|Maryam Alsadat Hashemipour|Helmar Gust|Ulrich Hedtstück,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1996.0,NeurIPS,NeurIPS_28,28.0,New York,15-02-1996,18-02-1996,94510548,94510548-96-01
325,326,János Sztrik|Oliver Möller,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Stochastic Simulation of Markov Modulated Finite-Source Queues,99-06,1999,354|198|28907|28720|467|28885|28789|28983|285,János Sztrik,data management|data querying|data modeling|data management|data modeling,Gregor Erbach|Ineke Malsch|Don Blair|David M. Shaw,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-99-06
326,327,Ulrich Hertrampf,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Complexity Classes with Finite Acceptance Types,93-16,1993,28801|549|28922|28954|107|17|28849|336|28724|28791|28823|155|28957,Ulrich Hertrampf,vulnerability|vulnerability|network security,Stasys Jukna|Judy Illes|Jennifer A. Brundage,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1993.0,AAAI,AAAI_25,25.0,Tokyo,01-06-1993,04-06-1993,94510548,94510548-93-16
327,328,Arno Wagner|Christoph Meinel|Harald Sack,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,WWW.BDD-PORTAL.ORG: An Experimentation Platform for Binary Decision Diagram Algorithms,01-09,2001,28761|28737|28965|29003|29040|28882|48|29081|285|28670,Arno Wagner,data querying|indexing|data querying,Irving L. Traiger|Mary I. Coombs|Klaus Jansen,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2001.0,ICML,ICML_33,33.0,London,06-11-2001,07-11-2001,94510548,94510548-01-09
328,329,Lothar Breuer,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Neue Ergebnisse für BMAPs und räumliche Warteschlangen,98-10,1998,526|275|29082|43|28850|66|459|464|28888|28889|29032|499|503,Lothar Breuer,data storage|indexing,Henri-Corto Stoeklé|Wei Chen|Steven R. Kraaijeveld,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-10
329,330,Richard Rödler,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Stochastic Modeling of Server Capacity Utilization by Geometric Sums,98-16,1998,13|28947|28954,Richard Rödler,genetic algorithms|knowledge representation|genetic algorithms|genetic algorithms,Rockwell F. Clancy|Rasheed Al Kotob|Amos Darko,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1998.0,ICML,ICML_30,30.0,San Francisco,26-12-1998,29-12-1998,94510548,94510548-98-16
330,331,Christoph Meinel|Volker Schillings,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,tele-TASK - Teleteaching praxistauglich für den Universitätsalltag,03-04,2003,36,Volker Schillings,neural networks|reinforcement learning|knowledge representation|knowledge representation|knowledge representation,Filippo Santoni de Sio|Rasheed Al Kotob|Claus-Rainer Rollinger|Peter Gritzmann|Robert D. J. Smith,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-03-04
331,332,Peter Gritzmann|Thomas Burger|Victor Klee,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Polytope Projection and Projection Polytopes,95-14,1995,29017|28675|231,Peter Gritzmann,expert systems|bayesian networks|knowledge representation,Omid Mahian|Kai-Uwe Carstensen|Matthew J. Drake|Marco Tacca,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1995.0,AAAI,AAAI_27,27.0,Paris,30-08-1995,01-09-1995,94510548,94510548-95-14
332,333,Alexander Kaplan|Rainer Tichatschke,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Proximal Methods in View of Interior-Point-Strategies,95-18,1995,29025|354|28834|28931|101|332|28764|370|28727|280|252|29055,Alexander Kaplan,natural language processing|deep learning|neural networks|machine learning,Ewald Lang|Jakob Stenseke|Reiner Horst|Saadia Mahmud,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1995.0,ICML,ICML_27,27.0,London,09-04-1995,12-04-1995,94510548,94510548-95-18
333,334,Anna Slobodová|Christoph Meinel|Jochen Bern,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Some Heuristics for Generating Tree-like FBDD Types,94-03,1994,29056|28807|520|28682|28683|525|534|407|28696|282|29086|545|419|424|29098|426|28972|28717|28718|28734|471|353|28782,Anna Slobodová,big data|indexing|data querying,Kathleen M. Vogel|Rainer Helmig|Patricia Osseweijer|Tom Williams 0001,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-94-03
334,335,Christian Fecht|Helmut Seidl,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Propagating Differences: An Efficient New Fixpoint Algorithm for Distributive Constraint Systems,97-13,1997,28867|29031|28972|28946|29087,Helmut Seidl,machine learning|bayesian networks|natural language processing|neural networks,Paolo Gardoni|Christoph Meinel|José G. B. Derraik|Miri Barak,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1997.0,CVPR,CVPR_29,29.0,New York,21-12-1997,26-12-1997,94510548,94510548-97-13
335,336,Ekkehard W. Sachs|Heidi Jäger,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Global Convergence of Inexact Reduced SQP Methods,95-20,1995,513|29069|269|28948|28826|539|416|28705|28963|551|28968|57|28733|28747|217|371,Heidi Jäger,indexing|data management,Beuy Joob|Reiner Hähnle|Reiner Horst,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-95-20
336,337,Klaus Jansen|Thomas Erlebach,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Scheduling of Virtual Connections in Fast Networks,96-19,1996,28872|29098|78|28758|313|29019|28927,Thomas Erlebach,data modeling|indexing|data management|data querying|data management,Colleen Murphy|Zubin Master|Charles E. Harris|Geoffrey Simmons|Hubertus Th. Jongen,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1996.0,CVPR,CVPR_28,28.0,Tokyo,22-03-1996,23-03-1996,94510548,94510548-96-19
337,338,Friedemann Leibfritz,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,A LMI-Based Algorithm for Designing Suboptimal Static H,99-02,1999,28858|28986|28991,Friedemann Leibfritz,network security|penetration testing|threat detection|information security|vulnerability,Philippe A. Tanguy|Ellen-Marie Forsberg|Feng Cheng 0002|Sonja Müller,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-99-02
338,339,Peter Gritzmann|R. J. Gardner,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Discrete Tomography: Determination of Finite Sets by X-Rays,95-13,1995,98|28773|29061|28843|338|28884|279|28764|28734,Peter Gritzmann,security policies|information security|cybercrime|vulnerability|malware analysis|network security,Andreas Neumann 0001|Oronzo Parlangeli|Simone Pribbenow,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1995.0,NeurIPS,NeurIPS_27,27.0,Tokyo,16-08-1995,18-08-1995,94510548,94510548-95-13
339,340,Lothar Breuer,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On Markov-Additive Jump Processes,00-07,2000,28931|28804|29032|29068|304|28947|29076|28886|29052,Lothar Breuer,bayesian networks|machine learning|machine learning|genetic algorithms|computer vision,Kewal Krishan|Shane Epting|Ray Chu|T. Prabhakar Clement,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-00-07
340,341,Klaus Lux|Markus Wiegelmann,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Determination of Socle Series using the Condensation Method,96-30,1996,28770|28994|28771|424|298|28937|28786|274|278|475,Markus Wiegelmann,expert systems|machine learning|knowledge representation|bayesian networks,Pablo Rey-Mazón|Harald Sack|Wandi Bruine de Bruin|Christoph Beierle,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1996.0,NeurIPS,NeurIPS_28,28.0,New York,15-02-1996,18-02-1996,94510548,94510548-96-30
341,342,Bernd Sturmfels|Peter Gritzmann,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Minkowski Addition of Polytopes: Computational Complexity and Applications to Gröbner Bases,92-06,1992,28726|29074|28702,Bernd Sturmfels,natural language processing|computer vision|expert systems|knowledge representation|computer vision|computer vision,C. T. Kelley|George Markowsky|Guido Nicolosi|Gregor Meyer|Nikolas Stroth,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-92-06
342,343,Flemming Nielson|Helmut Seidl,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Succinct Solvers,01-12,2001,28833|551|28715|28819|28762|28703,Flemming Nielson,security policies|cybersecurity|information security|malware analysis,Robert E. McGinn|Markus Tresch|Rebecca K. Mimnall|Dieter Baum|Kai-Uwe Carstensen,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-01-12
343,344,Alexander Kaplan|Rainer Tichatschke,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Interior Proximal Method for Variational Inequalities: Case of Non-paramonotone Operators,01-20,2001,28804|29069|29079|28823|28953|28699|290|28969|28842|50|197|28872|29004|214|28767|500,Rainer Tichatschke,penetration testing|information security|malware analysis|network security|cybercrime|network security,Egon Börger|Seth D. Baum|Henri-Corto Stoeklé,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2001.0,ACL,ACL_33,33.0,Tokyo,05-11-2001,10-11-2001,94510548,94510548-01-20
344,345,Klaus Jansen|Thomas Erlebach,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks,97-03,1997,28800|11|28820|29077|28694|29087|321|214|28890|28902|29031|28794|28795,Thomas Erlebach,risk management|penetration testing,Rainer Tichatschke|Kewal Krishan|Tanuj Kanchan,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1997.0,ACL,ACL_29,29.0,Paris,31-08-1997,05-09-1997,94510548,94510548-97-03
345,346,Dieter Baum|Gurami Tsitsiashvili,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On Product Connection Theorems for Markov Chains,01-19,2001,28933|520|29081|301|28845|304|28725|28857|313|28737|328|29001|471|478|102|494|28914|29048,Gurami Tsitsiashvili,cybercrime|cybercrime|threat detection|penetration testing|security policies,Alejandro P. Buchmann|Esther König|Anna Krizanova,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2001.0,CVPR,CVPR_33,33.0,New York,28-04-2001,30-04-2001,94510548,94510548-01-19
346,347,Arno Wagner|Christoph Meinel,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,The WWW meets EDA: Usability evaluation of OBDD-heuristics via the Internet,98-27,1998,28992|297|465|28767|29077|28858|63|543,Christoph Meinel,data modeling|big data|indexing,Belinda B. King|Lothar Breuer|Steven Umbrello|Yoann Guntzburger,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-27
347,348,Nguyen V. Thoai|Reiner Horst,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,A Decomposition Approach for the Global Minimization of Biconcave Functions over Polytopes,93-23,1993,269,Nguyen V. Thoai,data processing|data storage|data storage|data modeling|data management|data storage,Bernd Walter|Dieter Baum|Toni Bollinger,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1993.0,ICML,ICML_25,25.0,San Francisco,13-11-1993,14-11-1993,94510548,94510548-93-23
348,349,Patrick Justen,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Optimal Control of Thermally Coupled Navier-Stokes Equations in Food Industry,98-19,1998,450|29093|28838|28722|85,Patrick Justen,cybersecurity|malware analysis|security policies,Christoph Beierle|Bailey C. Davis|Hui Wang|Judy Illes|Bo Brinkman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-19
349,350,Anna Slobodová|Christoph Meinel|Klaus Schwettmann,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Application Driven Variable Reordering and an Example in Reachability Analysis,98-24,1998,28769|28684|528|211|28693|28735,Klaus Schwettmann,data modeling|data modeling,Carola Calabuig|Joachim Reiter|Dieter Baum,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-24
350,351,Reiner Horst|Ulrich Raber,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Convergent Outer Approximation Algorithms for Solving Unary Problems,96-39,1996,28929|29034|28795|28717|144|28818|28851|469|473|28732|509,Ulrich Raber,cybersecurity|information security|threat detection|penetration testing,Dirk Frosch-Wilke|Simone Pribbenow|Frauke Koppelin|Raphael Cohen-Almagor|Anna Slobodová,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-96-39
351,352,Christoph Meinel|Fabio Somenzi|Thorsten Theobald,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Linear Sifting of Decision Diagrams,96-42,1996,28899|28677|28907|29100|29102|272|28987|28819|117|438|216|29078|380,Christoph Meinel,data storage|data querying|data management|big data|data processing|data processing,Victor Klee|Hidekazu Kanemitsu|Miguel Roig|Lynne E. Olson,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-96-42
352,353,E. Levitin|Rainer Tichatschke,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,A Branch and Bound Approach for Solving a Class of Generalized Semi-Infinite Programming Problems,96-34,1996,313|542,Rainer Tichatschke,data storage|indexing|big data|data management,Arno Wagner|Lars Lindblom|Jochen Dörre|Laura Specker Sullivan|Dimitri Efrosinin,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1996.0,ICML,ICML_28,28.0,Tokyo,19-11-1996,23-11-1996,94510548,94510548-96-34
353,354,Klaus Jansen,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Approximation Results for the Optimum Cost Chromatic Partition Problem,97-01,1997,520|29074|28694|28953|284|29088|28710|28721|63|28864|29013|98|29048|361|248|506|28671,Klaus Jansen,neural networks|bayesian networks,Zoë Robaey|Harald Sack|Markus R. Schmidt,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-97-01
354,355,Abdelouahed Hamdi,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Convergence Results on Proximal Method of Multipliers in Nonconvex Programming,98-32,1998,545|28932|29061|169|522|28827|28911|532|315,Abdelouahed Hamdi,natural language processing|expert systems|expert systems,Harald Sack|Tooba Fatima Qadir|William Knight 0001|Vito L. Punzi,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1998.0,AAAI,AAAI_30,30.0,London,09-12-1998,12-12-1998,94510548,94510548-98-32
355,356,Carsten Damm,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On the Complexity of Tensor Formulae,99-20,1999,28673|450|29097|334|28754|29077|28919|346,Carsten Damm,data processing|data processing,Margaret Satterthwaite|Meisam Asadi|Paul Firenze|Christoph Meinel,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1999.0,AAAI,AAAI_31,31.0,London,03-05-1999,05-05-1999,94510548,94510548-99-20
356,357,Attahiru Sule Alfa|Lothar Breuer,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,An EM Algorithm for Platoon Arrival Processes in Discrete Time,02-07,2002,29063|278|164|426|28714|29100|28720|51|28859|28993|81|28757|28758|475|28764|372,Lothar Breuer,data storage|data modeling|big data|data storage,Belinda B. King|Noam Paz|David Beech|Ulrich Hertrampf,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-02-07
357,358,Matthias Heinkenschloss,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On the Solution of a Two Ball Trust Region Subproblem,92-16,1992,259|28739|28934|28973|28719|274|28698|28955|28957|28895,Matthias Heinkenschloss,reinforcement learning|genetic algorithms,Alexander Kaplan|Peter Gritzmann|Julie L. Swann|Ruyin Long,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-92-16
358,359,Jürgen Huschens,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On Multiplicative Structure in Quasi-Newton Methods for Nonlinear Equations,92-22,1992,7|28936|528|279|280|286|28714|28970|28738|336|29024|485|108|495|28915|28917|28921,Jürgen Huschens,cybersecurity|network security|cybercrime|information security,Giovanni M. Pes|Tanuj Kanchan|Sean Streck|Elaine E. Englehardt|Dalal M. Al Tamimi,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-92-22
