,ID,Title,Author,AuthorID,Venue,VenueID,VenueType,ConferenceType,Area,Published,PublishedIn,PaperType
159,a88ee3afc3b34828aa45d4540a446423,Bringing the National Security Agency into the Classroom: Ethical Reflections on Academia-Intelligence Agency Partnerships.,Dieter Prangenberg,47e85a62fed5422e9ab18accde87bd83,Special Interest Group on Computer Graphics and Interactive Techniques Conference,SIGGRAPH,Conference,RegularConference,Databases,True,SIGGRAPH-Proceeding-6,DemoPaper
160,12c7b791f7b0454fac0dca5d0faff588,Can Artificial Intelligences Suffer from Mental Illness? A Philosophical Matter to Consider.,Claus-Rainer Rollinger,a609fc745e8a4246b5da60c04161308c,IEEE Data Science and Engineering,IEEE-DS,Journal,,ArtificialIntelligence,True,IEEE-DS-Volume-6,ShortPaper
161,093327dd194441e2b3a8ae75e881e788,Can Blockchain Solve the Dilemma in the Ethics of Genomic Biobanks?,Justin Donhauser,0bd8ab9141e5442f83f5f06ffedb9224,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,True,UIST-Proceeding-2,ShortPaper
162,92018fadbe37446d89663972fe5e78dc,Can Ethics be Based on Science?,Jessica Li,f86a25d8fb2d4f9189b14f61deb30077,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,True,ACL-Proceeding-1,ShortPaper
163,fc313b0cfb364aee8121bf8f60b60add,Cascade: A Simple and Efficient Algorithm for Priority Queues,Claus-Rainer Rollinger,a609fc745e8a4246b5da60c04161308c,Association for the Advancement of Artificial Intelligence,AAAI,Conference,RegularConference,MachineLearning,True,AAAI-Proceeding-5,FullPaper
164,a5c17f35bb2b48a8bb355070405b671e,Case Study of R-1234yf Refrigerant: Implications for the Framework for Responsible Innovation.,Ulrich Raber,541c016bbea94782872838dbaf82f73d,Special Interest Group on Data Communications Conference,SIGCOMM,Conference,RegularConference,Databases,True,SIGCOMM-Proceeding-5,FullPaper
165,05767eff518c48f284071dbef6cdb9d5,Case Study: Manipulating xor-OBDDs by Means of Signatures,Wolfgang Schönfeld,ce236689454c48a295f6ea53450016b0,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,False,,DemoPaper
166,84db4146e6624db285b89a0d268009e1,Catchment classification by runoff behaviour with self-organizing maps (SOM),Ulrich Hedtstück,d5746e399a1d4268b6b78b2d1668e9b3,Conference on Neural Information Processing Systems,NeurIPS,Conference,ExpertGroups,NaturalLanguageProcessing,True,NeurIPS-Proceeding-7,ShortPaper
167,739ebace00d84f24ad576cb935711b60,Causal Factors Implicated in Research Misconduct: Evidence from ORI Case Files.,Vito L. Punzi,50090f65d5ab45b6ad550eaa9a9bf87a,Journal of the American Statistical Association,JASA,Journal,,ArtificialIntelligence,False,,ShortPaper
168,64e0f8cd683a463ab42a505cd71cd5dd,Characteristics of Peer Review Reports: Editor-Suggested Versus Author-Suggested Reviewers.,Elaine S. Godfrey,6ac202a987e243a0a1eaa888bc1e1a19,Conference on Neural Information Processing Systems,NeurIPS,Conference,ExpertGroups,NaturalLanguageProcessing,False,,FullPaper
169,24d65d8146f24b53b3bb127fe33f394e,Chart-Parsing of Unification-Based Grammars with ID/LP-Rules,Egon Börger,4a35905d1d204a849c3f21df873715ad,Journal of the American Statistical Association,JASA,Journal,,ArtificialIntelligence,False,,DemoPaper
170,1f30817293d64a238d8133faf8b5a3a7,Circuit and Decision Tree Complexity of Some Number Theoretic Problems,Kristine Bærøe,539e1ff7a6e84bfeab457d012c60c821,International Conference on Machine Learning,ICML,Conference,Workshop,Databases,True,ICML-Proceeding-6,FullPaper
171,78506a6a43934f7995c96eb9fbe7beb0,Climate Change and Professional Responsibility: A Declaration of Helsinki for Engineers.,Gudrun Klose,1af55137ce9b4d6ab21b7fe1299899a3,ACM Transactions on Intelligent Systems and Technology,ACM-TIST,Journal,,ArtificialIntelligence,True,ACM-TIST-Volume-4,ShortPaper
172,69bcac0db5b240eeb117d1d6de9e55d0,"Cochlear Implantation, Enhancements, Transhumanism and Posthumanism: Some Human Questions.",Nikolas Stroth,37dc2b8d2ac646b2b35e747fc01f19a5,Journal of the American Statistical Association,JASA,Journal,,ArtificialIntelligence,False,,FullPaper
173,24418f08a3064f8486b68fa4063ff811,Cognitive Linguistics: The Processing of Spatial Concepts,Bor Luen Tang,68665a1498cf48b494b9128c97bfe541,Journal of Machine Learning Research,JMLR,Journal,,ArtificialIntelligence,False,,DemoPaper
174,03417aefd4204697bb147794e41c8122,Collegial Ethics: Supporting Our Colleagues.,Joseph Lee,d562b280bc9c49d7abcab6ccc8afd3fb,IEEE Transactions on Knowledge and Data Engineering,IEEE-TKDE,Journal,,NaturalLanguageProcessing,False,,ShortPaper
175,8439a2941ee54d3799ec3873f4737dd8,Combinational Logic Verification with FBDDs,Robert Kirkman,409920a654c6429c9fd885c39added94,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,False,,FullPaper
176,0cdd1fb3607142a88717e29e5524b771,"Compassion, Ethics, and Neuroscience: Neuroethics Through Buddhist Eyes.",Fabio Somenzi,4d38bfd4901e4568b51e467305a5a6cd,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,True,JASIST-Volume-4,ShortPaper
177,31054f9477d94356ab04386c936686e6,Compilation of Complex DATALOG with Stratified Negation,Stefan J. Schierholz,4ab97e6ddf5540ec8550f42949ba50c2,International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp,Conference,ExpertGroups,Databases,True,UbiComp-Proceeding-8,FullPaper
178,6cbd730aefb34d1b91b2bc9ae55cb11b,Complete Families of Invariant Distributions,Kelly Joslin Holloway,914cb8bec1414c80adfdca46bc968f69,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,True,INFOCOM-Proceeding-9,DemoPaper
179,22d15d7206344085b59ff5111950b97a,Complex Governance to Cope with Global Environmental Risk: An Assessment of the United Nations Framework Convention on Climate Change.,Ulrich Raber,541c016bbea94782872838dbaf82f73d,IEEE Transactions on Knowledge and Data Engineering,IEEE-TKDE,Journal,,NaturalLanguageProcessing,True,IEEE-TKDE-Volume-10,ShortPaper
180,ae623a651dab4c028172a50ed437a9bc,Complexity Classes with Finite Acceptance Types,Somsri Wiwanitkit,aab0111efc8e410fa2ae52f292c87336,Conference on Neural Information Processing Systems,NeurIPS,Conference,ExpertGroups,NaturalLanguageProcessing,True,NeurIPS-Proceeding-5,Poster
181,04bfbd47401d46bea8f05e6564951620,Complexity Results for the Optimum Cost Chromatic Partition Problem,Gerhard J. Woeginger,c5d3a15a86e54113bb8c589d1f0a7f55,International Journal of Computer Vision,IJCV,Journal,,NaturalLanguageProcessing,True,IJCV-Volume-7,ShortPaper
182,a28d3de3e1534bc5a02764ae161c6959,Complexity of Finite-Horizon Markov Decision process Problems.,Charlotte Stix,b5835b8e19b74084b8790e39b9d80680,Journal of the American Statistical Association,JASA,Journal,,ArtificialIntelligence,True,JASA-Volume-2,ShortPaper
183,027719234f0a44e5a3bc00344ad36f34,Complexity of Logical Decision Problems: An Introduction,Petra Schulz,9e198218823b4cf99b72e571835063bf,International Conference on Machine Learning,ICML,Conference,Workshop,Databases,True,ICML-Proceeding-2,ShortPaper
184,77f62c918e1d49daa20ed3e15826bc9f,Computation of PODs for Fluid Flows with Lanczos Methods,George Wang,5c9a3e7b03994715a1045b456bc572cf,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,True,TNNLS-Volume-3,ShortPaper
185,b887dbf2fc09490498ad84c84a3602fa,Computational Complexity of Inner and Outer j-RADII of Polytopes in Finite-Dimensional Normed Spaces,Robert Evans,c5313898ac694b73be90cd098cc7f191,Artificial Intelligence Journal,AI,Journal,,ArtificialIntelligence,False,,ShortPaper
186,f0d87aa1cd8a43c385b972f68bb9d849,Computational Convexity,Raphael Cohen-Almagor,db85eb24210548ab891d7107a43f5e5b,Machine Learning Journal,MLJ,Journal,,Databases,False,,FullPaper
187,cbc1f83f635848048505a6726c556637,Computational Design of Optimal Output Feedback Controllers,Kurt Eberle,d2ba496ffe0944ffb2f70cfe8553ea83,International Conference on Learning Representations,ICLR,Conference,Symposium,NaturalLanguageProcessing,True,ICLR-Proceeding-8,Poster
188,9a458c44983845a081b08d832238f2fe,Computational Design of Stabilizing Static Output Feedback Controllers,Volker Schulz 0001,b1559ec269ae4ebf8196e279871a939c,Journal of Machine Learning Research,JMLR,Journal,,ArtificialIntelligence,True,JMLR-Volume-1,DemoPaper
189,4012362b716e45dd90ed47d2a26a8659,"Computational Goals, Values and Decision-Making.",Montse Serra,1390d42efde84c9da219127f54a2a470,International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp,Conference,ExpertGroups,Databases,False,,ShortPaper
190,d739106bb40c4a268a40cd60aa1486d1,Computational aspects of three-valued logic,Bruce V. Lewenstein,aeef38e0b2624a43a8c3d56e8a3a4ce4,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,True,JASIST-Volume-10,FullPaper
191,301718f205414a4e9bd39431e7c22148,Condensing Tensor Product Modules,Auke J. K. Pols,6f30e568eb3741a3a9f39cc7655e4853,Special Interest Group on Data Communications Conference,SIGCOMM,Conference,RegularConference,Databases,False,,ShortPaper
192,241d961bbbd4459c8c6c7cd5996dd998,Conference Wolves in Sheep's Clothing.,Dusanka Krajnovic,b23e6645a7844e63a6b93e019e009a44,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,True,TOIS-Volume-10,ShortPaper
193,c3ed5917afa8473fa50ab5c6c0a6d1e0,Conflict(s) of Interest in Peer Review: Its Origins and Possible Solutions.,Maria Misankova,583b73f9894b4879986a3e58d5100269,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,False,,ShortPaper
194,3430fc1988a44cd89bb864fe8dd391e9,"Conflicts of Interest, Selective Inertia, and Research Malpractice in Randomized Clinical Trials: An Unholy Trinity.",Christos Garidis,e1c03b86d11f450897e5855a121526fd,Machine Learning Journal,MLJ,Journal,,Databases,False,,ShortPaper
195,f3154875d2a04353b9ab56ccb4f0affb,Connecting Past with Present: A Mixed-Methods Science Ethics Course and its Evaluation.,Stefan Gerberding,365536353c494d74a523a2a69e1e811a,Association for the Advancement of Artificial Intelligence,AAAI,Conference,RegularConference,MachineLearning,False,,ShortPaper
196,c2df0daae4504176802950a3e4dfe1ad,Connecting to the Heart: Teaching Value-Based Professional Ethics.,Ulrike Felt,7910c5adee5b4564a65eb9f4c7a89971,Association for the Advancement of Artificial Intelligence,AAAI,Conference,RegularConference,MachineLearning,False,,ShortPaper
197,a97ae636094b409b99c39903e4f70b08,Constraint Decomposition Algorithms in Global Optimization,Ellen-Marie Forsberg,b36b68bf72af496e931c42a9271e4c6f,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,True,ACL-Proceeding-2,FullPaper
198,f035f1774bee4be097ca53a809a58e1f,Convergence Rate of the Augmented Lagrangian SQP Method,Berna Arda,37ee6654d0e94e0e9b497e08889e521f,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,True,ACL-Proceeding-5,DemoPaper
199,1e37e1518f8649f68a733205f012c2f4,Convergence Results on Proximal Method of Multipliers in Nonconvex Programming,Omid Mahian,93ced1b122474d73b9057b2711daaff9,Association for the Advancement of Artificial Intelligence,AAAI,Conference,RegularConference,MachineLearning,True,AAAI-Proceeding-10,FullPaper
200,702d8fff6bec40a094bde660a860b192,Convergence of Disturbed Martingales and a Stochastic Model for Annuity Funds,A. Battermann,84840ca3f95546298476ddf23fb840e7,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,True,JASIST-Volume-1,FullPaper
201,d8a81c8e183546adad233d1fd57c9978,Convergence of Generalized Supermartingales with Continous Parameter,Michael Ley,570736e6f350426fb3c863302b2b159d,Machine Learning Journal,MLJ,Journal,,Databases,False,,ShortPaper
202,0da814bc0b984d64a1841e8429e2ed66,Convergence of Time-Continous Disturbed Martingales and Financial Market Modelling,Jeffrey Kovac,e63141e3a12f490084dba48e5d1ea49b,Artificial Intelligence Journal,AI,Journal,,ArtificialIntelligence,True,AI-Volume-5,ShortPaper
203,947ba40f980943948f96aae2e99fb8fe,Convergent Outer Approximation Algorithms for Solving Unary Problems,Jonathan Bauer,40721077c5574e358a984287532bfb26,International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp,Conference,ExpertGroups,Databases,False,,FullPaper
204,4df4ca64f27c407b866b4b2879f1e659,Converging Technologies: A Critical Analysis of Cognitive Enhancement for Public Policy Application.,Haldun M. Özaktas,ee51574541b6494f83ff738217de54f1,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,Conference,RegularConference,MachineLearning,False,,FullPaper
205,8e3db932f3e24e498cee23897f71b00d,Convolution Algorithms for BMAP/G/1-Queues,William E. Kastenberg,af7cca4eb83549b89a810e6d0faab863,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,True,TNNLS-Volume-4,FullPaper
206,1ff87e548a13413f91399f3b118d2f96,Corporate Social Responsibility Practices of Colombian Companies as Perceived by Industrial Engineering Students.,Christian Stangier,e78206041a7640d7a55e85fa7e55227a,Artificial Intelligence Journal,AI,Journal,,ArtificialIntelligence,False,,ShortPaper
207,4e7f4681bae74bbaa559b50c496308ab,Correctable Myths About Research Misconduct in the Biomedical Sciences.,Pasquale Gaudio,7c7b59f411a6485489d172ce0e3ecef9,Association for the Advancement of Artificial Intelligence,AAAI,Conference,RegularConference,MachineLearning,True,AAAI-Proceeding-6,DemoPaper
208,aeb3117158e542a09131d59a647abd6f,Correction to: Biobanks and Individual Health Related Findings: from an Obstacle to an Incentive.,Toni Bollinger,55f67072b50e45dfb2f10158e0ce055c,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,True,INFOCOM-Proceeding-5,ShortPaper
209,a9254ed42cff45909ea23ef0decc1e35,Correction to: Energy Communities and the Tensions Between Neoliberalism and Communitarianism.,Rockwell F. Clancy,294733ab36d443338ea10c925bd51591,ACM International Conference on Mobile Computing and Networking,MobiCom,Conference,RegularConference,NaturalLanguageProcessing,False,,FullPaper
210,465532f555344318a34051faf60c84a8,"Correction to: Mark Coeckelbergh, AI Ethics, Mit Press, 2021.",Christian Hervé,61b80e0911e547269c5f75aca36f2090,Conference on Learning Theory,COLT,Conference,Workshop,ArtificialIntelligence,False,,FullPaper
211,4ac624f51fad4ae3804a68f687333a2b,Correction to: Research Misconduct in the Fields of Ethics and Philosophy: Researchers' Perceptions in Spain.,Jochen Dörre,ecd9d561cb83497cb2cc051fa3f694e7,Artificial Intelligence Journal,AI,Journal,,ArtificialIntelligence,True,AI-Volume-9,DemoPaper
212,0d644dc7809246c69741d906603d8194,Correction to: Synthetic Biology and the Translational Imperative.,Sebastian Schleidgen,ab3e6e1019a94f4b947417c156d010f4,Journal of Machine Learning,JML,Journal,,MachineLearning,True,JML-Volume-4,ShortPaper
213,bda2c6fb586b46fdaae9c1cd3a7724dc,Correction: Equity in AgeTech for Ageing Well in Technology-Driven Places: The Role of Social Determinants in Designing AI-based Assistive Technologies.,Fabio Somenzi,4d38bfd4901e4568b51e467305a5a6cd,Conference on Neural Information Processing Systems,NeurIPS,Conference,ExpertGroups,NaturalLanguageProcessing,True,NeurIPS-Proceeding-4,ShortPaper
214,b4a376812fe14e2bbbbec7837b4c53fc,Correctness Proof for the WAM,Cong Cao,2d5695548eda4fd1a20637a5d3ecbe3c,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,True,UIST-Proceeding-8,FullPaper
215,e8694c1b2c284751ab9511f437b0a04a,Correctness and Completeness of Programming Instructions for Traffic Circulation.,H. Raymond Strong,947219b0af62491d9cc563ffae1f2dbc,Machine Learning Journal,MLJ,Journal,,Databases,False,,DemoPaper
216,c64bbe7a262243c4b3e77b6935aa1579,Critiquing the Concept of BCI Illiteracy.,Frederik Voetmann Christiansen,77186fbc83fb449188a0990563fcb260,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,Conference,RegularConference,MachineLearning,True,CVPR-Proceeding-5,FullPaper
217,b2542f2b0c844970b508cbef6d906517,Cross-Positive Matrices Revisited,Tom Williams 0001,a6948329104743e6ba094d78b72cf90c,International Conference on Machine Learning,ICML,Conference,Workshop,Databases,True,ICML-Proceeding-7,FullPaper
218,caafa369dcd5441985494f69a9f0abc2,Customer Motion in Queueing Models: The Use of Tangent Vector Fields,Lynne E. Olson,9502cbe29871487dab658f895a39942f,IEEE Transactions on Knowledge and Data Engineering,IEEE-TKDE,Journal,,NaturalLanguageProcessing,True,IEEE-TKDE-Volume-3,DemoPaper
219,bdd443907cfe4552841c40d6d6fa7b2a,DARWIN: On the Incremental Migration of Legacy Information Systems,Kyle Powys Whyte,e0c986364f704562b191d3e1c66b844e,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,True,TNNLS-Volume-8,DemoPaper
220,74611a963b5a4c9c8ad60deb7546433b,DInG - ein Domänen-orientierter Inkrementeller und Integrierter Generator für kohärente Texte,Beuy Joob,bf9cc7443d26423e8f8d44f4f1a53a8c,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,True,TOIS-Volume-7,ShortPaper
221,bf79481a409146a5a9c814d9ee86ae00,"Daniel A. Vallero, P. Aarne Vesilind, Socially Responsible Engineering: Justice in Risk Management.",Shahryar Sorooshian,7122ad412c7943c680c0cbcae7e33285,IEEE Transactions on Knowledge and Data Engineering,IEEE-TKDE,Journal,,NaturalLanguageProcessing,False,,FullPaper
222,5c27acb4883d4c6e87c9e14615954ea5,Darurah (Necessity) and Its Application in Islamic Ethical Assessment of Medical Applications: A Review on Malaysian Fatwa.,Christoph W. Keßler,cf60e9385f6c4af7903d7a7d6fec7c7d,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,True,TNNLS-Volume-2,ShortPaper
223,7c040e92bf404d74b6d6cbcfd9ec75c8,Das Problem der VP-Ellipsen im Rahmen einer Theorie der Sachverhaltsanaphern,Adrian Müller,27f3a6ead26c405b993cd288af4c59e4,ACM International Conference on Mobile Computing and Networking,MobiCom,Conference,RegularConference,NaturalLanguageProcessing,True,MobiCom-Proceeding-6,FullPaper
224,8fbbffc3b5dd4ddd876eec445ddff10a,Das Projekt EXCEPT: Expert-System for Computer-Aided Environmental Planning Tasks,Qian Wang,5b4e1e73c449455d9f470849231e5fc2,International Journal of Computer Vision,IJCV,Journal,,NaturalLanguageProcessing,False,,FullPaper
225,ab832c6b4fc24843b9f08bdb55842bde,Data Base Sublanguage Founded on the Relational Calculus.,Christoph Beierle,cd658861145d45ec8a9b5c65313d8878,Special Interest Group on Computer Graphics and Interactive Techniques Conference,SIGGRAPH,Conference,RegularConference,Databases,True,SIGGRAPH-Proceeding-3,ShortPaper
226,b6b118d5943e4c30b2781e5e75ed5bca,Data Mining and Privacy of Social Network Sites' Users: Implications of the Data Mining Problem.,Petra Steffens,ca68767de329494380b3e340f6d12060,Conference on Human Factors in Computing Systems,CHI,Conference,RegularConference,Databases,False,,DemoPaper
227,f32c617e4de441ed90538c232e34a448,Database Snapshots.,Petra Schulz,9e198218823b4cf99b72e571835063bf,Special Interest Group on Data Communications Conference,SIGCOMM,Conference,RegularConference,Databases,False,,ShortPaper
228,d95379409e9d4a64aaf56437089cd31e,Database Support for the PROTOS-L System,John Westwater,7ce29f1f92444d1e8aa9ead0d2763050,ACM International Conference on Mobile Computing and Networking,MobiCom,Conference,RegularConference,NaturalLanguageProcessing,False,,DemoPaper
229,740ad112b58c49d08c38b809b59c8bad,Datenbankkonzepte für wissensbasierte Systeme,Alex A. Karner,8296f2b233c4457dad24ea2ff3e97867,International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp,Conference,ExpertGroups,Databases,False,,FullPaper
230,9204722d39a040bf8b80a28d939817ea,Datenbankunterstützung für wissensbasierte Systeme,Christopher B. Freelance,ddd1551c8a434ef48059af0c5c7615ec,Conference on Learning Theory,COLT,Conference,Workshop,ArtificialIntelligence,True,COLT-Proceeding-2,ShortPaper
231,b467771ddbb04f898880cab59fefe131,Debunking (the) Retribution (Gap).,Albert P. C. Chan,df0745c0cdc949f4b1881e34111dc555,IEEE Transactions on Pattern Analysis and Machine Intelligence,TPAMI,Journal,,MachineLearning,False,,ShortPaper
232,923c465e50604b269cfbb2788e00081b,Defining Financial Conflicts and Managing Research Relationships: An Analysis of University Conflict of Interest Committee Decisions.,Philippe van Basshuysen,a93776b734f74c91b9d1592057129cf8,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,False,,FullPaper
233,e3fbd0a35a3a4cfcb85cf3ca8b5b24af,"Defining Nano, Nanotechnology and Nanomedicine: Why Should It Matter?",Anton Petrenko,304da049eb894f939c2199fcf1289bbe,Artificial Intelligence Journal,AI,Journal,,ArtificialIntelligence,False,,FullPaper
234,d4b84ad4053b40b7a3097f682c05f156,Definite Resolution over Constraint Languages,Klaus Lux,1e9439ef6df9446c969098b83535ebe5,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,True,INFOCOM-Proceeding-1,ShortPaper
235,01688741999f46ea9f758688a45dd1c0,"Definition of Research Misconduct: Problem on ""Definition"" or ""User""?",Frederik Voetmann Christiansen,77186fbc83fb449188a0990563fcb260,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,True,TOIS-Volume-4,ShortPaper
236,a9ac67211ec7471d92f4ec13373c37d8,Deliberate Microbial Infection Research Reveals Limitations to Current Safety Protections of Healthy Human Subjects.,Mark C. Wallace,d44269a4c8204ca5b07be70404128242,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,False,,ShortPaper
237,1e55e08a7e414c5aa9fb042a7a84328e,Der LILOG-DB Fact Manager: Ein Datenbankkern zur Speicherung variabel strukturierter komplexer Objekte,Stefan J. Schierholz,4ab97e6ddf5540ec8550f42949ba50c2,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,False,,FullPaper
238,4815e26ee6e54302b50e76885ad22b45,Der Lambek-Kalkül. Eine Logik für lexikalische Grammatiken,Christoph W. Keßler,cf60e9385f6c4af7903d7a7d6fec7c7d,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,False,,ShortPaper
239,f22a7b12f02146a9a872fbcca5cf03b2,Der modale Infinitiv: Syntaktische oder lexikalische Beschreibung?,Eyal Arian,c9e814e6df914afaa872210eb7042ab8,Association for the Advancement of Artificial Intelligence,AAAI,Conference,RegularConference,MachineLearning,True,AAAI-Proceeding-10,DemoPaper
240,d01f92e0da174a268067d4c82311e93c,"Derivability, Redundancy and Consistency of Relations Stored in Large Data Banks.",Christian Hervé,61b80e0911e547269c5f75aca36f2090,Journal of Machine Learning,JML,Journal,,MachineLearning,False,,FullPaper
241,4bbce89467f24be9832c8f357c1b0e86,Derivationsmorphologie in einem Übersetzungssystem,Ralf Merz,c6c2b0ab4a8a449786b078502e6608b2,International Conference on Machine Learning,ICML,Conference,Workshop,Databases,False,,DemoPaper
242,6029fca7b01845368ebe55a92157eabd,Design and Implementation of a PHP-based Web Server for the Tele-Lab IT Security,Albert P. C. Chan,df0745c0cdc949f4b1881e34111dc555,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,False,,Poster
243,4a458589090f4ebbabc329889a2a9ea4,Designing Robots for Care: Care Centered Value-Sensitive Design.,Knut Jørgen Vie,3a44c271c0a44bc2b2acfa8fd83df557,Machine Learning Journal,MLJ,Journal,,Databases,False,,DemoPaper
244,d35c35708cd0484a9a185c5dd29f3a73,Determination of Socle Series using the Condensation Method,Andrea Owe,e5f8bd0cbf564851b5cb0f7c6bd8d187,Machine Learning Journal,MLJ,Journal,,Databases,False,,DemoPaper
245,9da65a84f0b74d3682c6fb15e1196a6f,Developing a Framework for Assessing Responsible Conduct of Research Education Programs.,Christoph Meinel,a3c0635d64b04e5793433c24008abf83,ACM Computing Surveys,ACM-CSUR,Journal,,ArtificialIntelligence,True,ACM-CSUR-Volume-9,FullPaper
246,6c573fb1a1e74c68b1c4749c07ed08c5,Developing a System for Processing Health Data of Children Using Digitalized Toys: Ethical and Privacy Concerns for the Internet of Things Paradigm.,Steven Umbrello,ff0145c2289948acb3c7ae6d74629c5e,ACM Computing Surveys,ACM-CSUR,Journal,,ArtificialIntelligence,False,,FullPaper
247,193f3ede7f014816ba9e1be55fcb8e51,Developing an Online Data Ethics Module Informed by an Ecology of Data Perspective.,Miguel Roig,f1a39db47c034695955bb322a540e298,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,False,,FullPaper
248,75fc8be2d9d64a58bbe87784ef0b4a5f,Development and Programming of Deductive Databases with PROTOS-L,Fabio Somenzi,4d38bfd4901e4568b51e467305a5a6cd,Artificial Intelligence Journal,AI,Journal,,ArtificialIntelligence,True,AI-Volume-2,FullPaper
249,2a555fb160b34786906187ba988df789,Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung,Petr Houdek,36308eb7ab1643fab7f3667572d4680e,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,Conference,RegularConference,MachineLearning,True,CVPR-Proceeding-7,FullPaper
250,9df38c90684a470b8bc1591e1dc40fe2,Die Entwicklung der Informatik braucht Theorie und Praxis: Ein Fallbeispiel aus dem CAD-Schaltkreisentwurf,Markus Tresch,7798e9a0ea6545fe8bc9b6d2ca525d59,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,True,TOIS-Volume-5,FullPaper
251,c10c22e6e88a4e45ad2d5ca27ba301f6,Die Konzeption des EXCEPT-Systems: Ein Überblick,Gina M. Eosco,3b159057476a444fb7de158918d0e55c,Journal of Machine Learning Research,JMLR,Journal,,ArtificialIntelligence,True,JMLR-Volume-9,FullPaper
252,8ba4f5b7298649a88afcf44c73ddbc51,"Die Ontologie und Axiomatik der Wissensbasis von LEU/2 - Erfahrungen, Probleme, Ausblicke",Frederik Voetmann Christiansen,77186fbc83fb449188a0990563fcb260,Special Interest Group on Computer Graphics and Interactive Techniques Conference,SIGGRAPH,Conference,RegularConference,Databases,False,,FullPaper
253,ea48277181484653951fd1cdde969404,Die Repräsentation räumlichen Wissens und die Behandlung von Einbettungsproblemen mit Quadtreedepiktionen,Dusanka Krajnovic,b23e6645a7844e63a6b93e019e009a44,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,True,INFOCOM-Proceeding-10,FullPaper
254,db7e853e0710459eb7879817ff9f6840,Die Sloppy/Referenzielle Ambiguität: Bildungssyntax oder Diskursrepräsentationstheorie?,Berna Arda,37ee6654d0e94e0e9b497e08889e521f,IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE-TPAMI,Journal,,NaturalLanguageProcessing,False,,ShortPaper
255,b168161f7840494cbaddd34398365349,Die Struktur des Lexikons für LILOG,Sigrid Sterckx,89cbccb616a142a5ab1f5bb58f594632,IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE-TPAMI,Journal,,NaturalLanguageProcessing,True,IEEE-TPAMI-Volume-5,FullPaper
256,de971601871c4ef6bfb8746d90113e41,Differences in productivity and impact across the different computer science subareas.,Hinrich Schütze,43e7e3bd207e47aab9989820b633e25c,Conference on Neural Information Processing Systems,NeurIPS,Conference,ExpertGroups,NaturalLanguageProcessing,True,NeurIPS-Proceeding-9,ShortPaper
257,0a3f5e4745604fb1b9aacb4fdc595f6e,Differential Closure Computation for General Horn-Clause Queries,Nguyen V. Thoai,b3352478826345d7aec6f42aeefbc0e6,International Journal of Computer Vision,IJCV,Journal,,NaturalLanguageProcessing,True,IJCV-Volume-10,ShortPaper
